exp_id,agent,space,step,loc_x,lox_y
2,dqn,symmetric_2_space,314,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,315,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,316,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,317,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,318,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,319,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,320,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,321,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,322,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,323,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,324,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,325,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,326,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,327,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,328,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,329,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,330,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,331,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,332,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,333,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,334,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,335,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,336,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,337,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,338,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,339,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,340,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,341,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,342,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,343,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,344,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,345,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,346,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,347,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,348,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,349,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,350,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,351,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,352,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,353,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,354,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,355,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,356,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,357,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,358,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,359,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,360,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,361,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,362,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,363,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,364,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,365,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,366,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,367,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,368,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,369,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,370,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,371,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,372,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,373,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,374,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,375,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,376,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,377,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,378,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,379,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,380,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,381,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,382,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,383,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,384,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,385,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,386,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,387,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,388,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,389,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,390,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,391,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,392,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,393,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,394,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,395,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,396,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,397,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,398,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,399,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,400,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,401,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,402,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,403,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,404,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,405,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,406,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,407,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,408,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,409,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,410,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,411,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,412,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,413,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,414,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,415,3.3585786437626908,19.6999
