exp_id,agent,space,step,loc_x,lox_y
2,dqn,symmetric_2_space,416,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,417,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,418,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,419,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,420,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,421,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,422,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,423,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,424,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,425,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,426,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,427,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,428,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,429,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,430,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,431,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,432,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,433,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,434,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,435,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,436,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,437,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,438,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,439,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,440,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,441,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,442,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,443,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,444,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,445,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,446,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,447,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,448,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,449,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,450,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,451,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,452,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,453,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,454,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,455,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,456,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,457,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,458,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,459,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,460,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,461,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,462,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,463,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,464,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,465,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,466,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,467,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,468,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,469,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,470,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,471,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,472,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,473,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,474,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,475,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,476,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,477,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,478,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,479,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,480,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,481,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,482,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,483,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,484,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,485,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,486,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,487,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,488,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,489,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,490,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,491,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,492,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,493,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,494,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,495,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,496,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,497,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,498,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,499,3.3585786437626908,19.6999
2,dqn,symmetric_2_space,500,3.3585786437626908,19.6999
